Date,Time,Animal,Count
2011-01-20,12:54,Fox,27
2011-01-20,00:04,Elk,30
2011-01-20,04:23,Wolverine,10
2011-01-21,20:25,Ptarmigan,26
2011-01-21,02:39,Fox,14
2011-01-21,01:28,Muskox,35
2011-01-22,02:23,Wolverine,2
2011-01-22,06:36,Elk,32
2011-01-22,11:06,Muskox,16
2011-01-22,18:31,Moose,9
2011-01-22,21:09,Owl,23
2011-01-22,18:27,Ptarmigan,25
2011-01-22,03:11,Wolf,17
2011-01-22,05:42,Muskox,40
2011-01-22,15:05,Ptarmigan,9
2011-01-23,02:33,Owl,5
2011-01-24,13:39,Wolverine,24
2011-01-25,00:29,Wolf,40
2011-01-25,18:35,Moose,19
2011-01-25,05:39,Elk,23
2011-01-25,06:55,Fox,26
2011-01-25,04:35,Ptarmigan,41
2011-01-25,11:28,Muskox,9
2011-01-26,17:34,Muskox,35
2011-01-27,09:49,Moose,23
2011-01-27,19:32,Wolverine,21
2011-01-27,02:13,Wolverine,41
2011-01-28,08:51,Muskox,34
2011-01-29,21:29,Grizzly,16
2011-01-29,16:49,Wolf,38
2011-01-30,01:11,Grizzly,24
2011-01-30,07:32,Grizzly,41
2011-01-30,12:57,Fox,7
2011-01-30,10:32,Wolf,37
2011-01-30,13:32,Wolf,30
2011-01-30,16:02,Wolverine,29
2011-01-31,23:46,Elk,36
2011-02-01,06:17,Elk,3
2011-02-01,10:37,Fox,26
2011-02-01,22:09,Ptarmigan,37
2011-02-02,09:03,Wolverine,22
2011-02-03,19:59,Fox,7
2011-02-03,23:40,Wolverine,39
2011-02-04,07:20,Grizzly,30
2011-02-05,18:43,Moose,32
2011-02-06,23:47,Ptarmigan,11
2011-02-06,07:46,Grizzly,11
2011-02-06,09:56,Fox,35
2011-02-07,03:18,Ptarmigan,39
2011-02-07,12:59,Fox,21
2011-02-08,22:38,Wolverine,30
2011-02-09,17:27,Wolf,1
2011-02-09,05:59,Wolverine,12
2011-02-10,05:08,Ptarmigan,25
2011-02-11,01:47,Grizzly,39
2011-02-12,00:00,Elk,18
2011-02-12,16:25,Grizzly,6
2011-02-13,09:11,Ptarmigan,42
2011-02-14,20:59,Ptarmigan,8
2011-02-15,17:37,Muskox,12
2011-02-15,21:43,Moose,18
2011-02-15,13:13,Wolverine,42
2011-02-15,00:48,Muskox,40
2011-02-15,19:45,Ptarmigan,18
2011-02-16,08:44,Ptarmigan,24
2011-02-17,23:30,Ptarmigan,10
2011-02-18,14:46,Grizzly,28
2011-02-18,01:05,Grizzly,29
2011-02-18,20:29,Elk,30
2011-02-19,02:01,Wolverine,30
2011-02-19,08:30,Owl,33
2011-02-19,03:31,Muskox,12
2011-02-19,04:05,Muskox,32
2011-02-19,00:01,Muskox,10
2011-02-19,03:56,Ptarmigan,8
2011-02-19,03:36,Wolf,21
2011-02-19,18:20,Wolverine,2
2011-02-20,21:45,Ptarmigan,13
2011-02-21,05:48,Elk,12
2011-02-22,01:36,Wolverine,23
2011-02-23,16:48,Elk,16
2011-02-23,07:52,Wolverine,22
2011-02-23,11:56,Owl,40
2011-02-24,10:46,Moose,23
2011-02-24,08:25,Wolverine,23
2011-02-25,08:06,Ptarmigan,21
2011-02-26,23:42,Wolf,10
2011-02-26,19:20,Muskox,3
2011-02-26,02:51,Wolverine,18
2011-02-27,13:39,Ptarmigan,31
2011-02-28,07:52,Moose,18
2011-03-01,14:43,Ptarmigan,15
2011-03-01,15:00,Wolf,42
2011-03-02,16:50,Owl,4
2011-03-03,04:48,Grizzly,18
2011-03-04,23:59,Moose,7
2011-03-05,07:13,Moose,7
2011-03-05,09:00,Elk,37
2011-03-06,19:16,Wolverine,6
2011-03-06,08:24,Wolverine,23
2011-03-07,22:31,Owl,10
2011-03-08,15:26,Moose,32
2011-03-09,02:20,Ptarmigan,26
2011-03-09,12:06,Ptarmigan,19
2011-03-10,08:33,Elk,3
2011-03-10,04:00,Wolf,8
2011-03-11,06:18,Wolf,2
2011-03-12,14:02,Wolf,22
2011-03-12,19:24,Fox,11
2011-03-13,01:26,Grizzly,26
2011-03-14,03:25,Moose,26
2011-03-14,00:24,Muskox,30
2011-03-15,11:07,Ptarmigan,13
2011-03-15,19:57,Wolf,39
2011-03-15,15:50,Moose,31
2011-03-15,18:43,Moose,41
2011-03-15,23:24,Wolf,10
2011-03-15,23:59,Grizzly,38
2011-03-16,06:18,Elk,9
2011-03-16,21:09,Wolverine,6
2011-03-16,22:00,Wolverine,27
2011-03-17,20:45,Muskox,34
2011-03-17,23:46,Fox,20
2011-03-18,01:38,Muskox,30
2011-03-18,11:14,Muskox,23
2011-03-18,18:35,Ptarmigan,35
2011-03-19,15:24,Moose,41
2011-03-19,01:33,Elk,17
2011-03-19,11:13,Fox,2
2011-03-20,17:30,Ptarmigan,42
2011-03-21,23:58,Fox,40
2011-03-22,13:57,Ptarmigan,25
2011-03-23,00:39,Wolf,23
2011-03-24,22:30,Wolverine,16
2011-03-25,23:47,Ptarmigan,23
2011-03-25,11:49,Fox,15
2011-03-26,13:11,Ptarmigan,40
2011-03-27,22:28,Muskox,23
2011-03-28,12:05,Owl,28
2011-03-28,19:33,Ptarmigan,33
2011-03-29,00:29,Fox,29
2011-03-29,23:02,Ptarmigan,33
2011-03-29,06:15,Wolf,41
2011-03-30,01:33,Wolf,14
2011-03-31,09:12,Wolf,2
2011-04-01,05:28,Ptarmigan,38
2011-04-01,08:01,Ptarmigan,29
2011-04-01,11:44,Wolverine,18
2011-04-02,18:43,Ptarmigan,25
2011-04-02,09:42,Muskox,18
2011-04-02,15:01,Fox,17
2011-04-03,15:04,Moose,10
2011-04-03,03:35,Moose,16
2011-04-04,05:35,Ptarmigan,40
2011-04-04,12:47,Fox,3
2011-04-04,07:16,Muskox,32
2011-04-05,14:29,Fox,22
2011-04-06,01:39,Elk,42
2011-04-07,22:58,Muskox,23
2011-04-07,07:37,Fox,27
2011-04-08,01:22,Owl,8
2011-04-08,01:55,Elk,30
2011-04-09,23:47,Moose,21
2011-04-09,02:05,Fox,8
2011-04-10,23:03,Owl,22
2011-04-11,01:36,Elk,29
2011-04-12,14:31,Grizzly,6
2011-04-13,22:12,Grizzly,20
2011-04-14,12:23,Fox,29
2011-04-15,23:20,Grizzly,30
2011-04-15,16:08,Muskox,35
2011-04-15,23:16,Moose,7
2011-04-15,21:18,Grizzly,29
2011-04-16,16:31,Fox,8
2011-04-17,22:11,Elk,4
2011-04-17,07:40,Wolf,22
2011-04-18,07:33,Elk,17
2011-04-19,09:54,Owl,15
2011-04-19,04:46,Muskox,19
2011-04-19,01:46,Wolverine,17
2011-04-19,22:40,Wolf,36
2011-04-20,22:13,Moose,27
2011-04-20,16:52,Owl,29
2011-04-20,22:02,Fox,29
2011-04-20,12:01,Wolf,16
2011-04-21,11:25,Moose,3
2011-04-21,08:17,Grizzly,21
2011-04-21,15:47,Ptarmigan,18
2011-04-22,18:38,Wolverine,29
2011-04-23,21:05,Moose,15
2011-04-24,03:50,Ptarmigan,20
2011-04-25,22:14,Wolverine,4
2011-04-26,03:38,Grizzly,36
2011-04-27,06:41,Fox,40
2011-04-27,20:24,Wolverine,16
2011-04-27,13:22,Grizzly,32
2011-04-28,14:25,Wolf,22
2011-04-29,04:33,Wolverine,28
2011-04-30,01:03,Fox,38
2011-04-30,04:04,Moose,8
2011-04-30,23:04,Muskox,33
2011-05-01,13:31,Moose,38
2011-05-02,19:54,Grizzly,12
2011-05-03,18:04,Muskox,1
2011-05-04,01:50,Ptarmigan,42
2011-05-05,02:08,Ptarmigan,8
2011-05-05,12:28,Wolf,41
2011-05-06,18:25,Fox,13
2011-05-06,13:02,Ptarmigan,10
2011-05-07,20:57,Elk,36
2011-05-08,08:47,Muskox,23
2011-05-08,20:32,Elk,35
2011-05-08,14:18,Elk,18
2011-05-09,06:59,Fox,35
2011-05-09,14:49,Ptarmigan,38
2011-05-09,03:42,Elk,26
2011-05-09,23:58,Owl,24
2011-05-09,09:31,Muskox,5
2011-05-09,18:59,Moose,17
2011-05-09,15:30,Ptarmigan,23
2011-05-10,11:33,Ptarmigan,10
2011-05-10,00:57,Wolf,40
2011-05-10,03:06,Ptarmigan,28
2011-05-10,14:53,Fox,18
2011-05-10,22:50,Ptarmigan,1
2011-05-10,15:30,Wolverine,34
2011-05-10,03:43,Moose,41
2011-05-11,21:51,Wolverine,6
2011-05-12,03:25,Moose,28
2011-05-13,17:16,Ptarmigan,4
2011-05-13,01:35,Ptarmigan,32
2011-05-14,20:48,Elk,40
2011-05-15,01:27,Owl,14
2011-05-15,08:40,Moose,14
2011-05-15,08:20,Owl,24
2011-05-15,06:22,Owl,14
2011-05-16,21:38,Elk,29
2011-05-17,13:09,Muskox,25
2011-05-17,21:59,Wolf,27
2011-05-18,12:29,Fox,35
2011-05-18,01:53,Moose,11
2011-05-19,12:30,Grizzly,10
2011-05-19,23:46,Moose,36
2011-05-20,04:26,Grizzly,2
2011-05-21,04:13,Elk,24
2011-05-21,08:06,Owl,11
2011-05-22,13:16,Fox,16
2011-05-23,02:01,Moose,4
2011-05-23,12:57,Muskox,21
2011-05-23,13:12,Owl,10
2011-05-24,18:52,Ptarmigan,28
2011-05-25,04:37,Wolf,41
2011-05-25,12:02,Grizzly,28
2011-05-25,05:40,Moose,3
2011-05-25,20:29,Wolf,42
2011-05-25,05:17,Owl,37
2011-05-25,17:57,Owl,37
2011-05-25,05:50,Fox,28
2011-05-25,05:01,Fox,30
2011-05-25,22:22,Elk,26
2011-05-26,02:39,Elk,33
2011-05-27,03:08,Ptarmigan,18
2011-05-27,21:44,Muskox,11
2011-05-28,02:46,Grizzly,3
2011-05-28,16:11,Owl,21
2011-05-29,01:57,Ptarmigan,38
2011-05-29,01:15,Elk,40
2011-05-30,05:37,Elk,39
2011-05-30,17:07,Grizzly,11
2011-05-31,03:58,Moose,35
2011-06-01,02:24,Muskox,14
2011-06-02,08:34,Grizzly,35
2011-06-03,18:14,Ptarmigan,4
2011-06-03,15:35,Owl,36
2011-06-03,20:04,Moose,4
2011-06-03,23:46,Fox,17
2011-06-03,17:15,Grizzly,22
2011-06-04,05:09,Grizzly,2
2011-06-05,17:51,Grizzly,32
2011-06-05,10:56,Wolf,42
2011-06-05,22:22,Muskox,38
2011-06-06,21:26,Grizzly,9
2011-06-07,10:21,Elk,42
2011-06-08,23:49,Muskox,25
2011-06-09,00:59,Elk,19
2011-06-10,15:41,Muskox,29
2011-06-11,06:37,Owl,19
2011-06-11,15:47,Wolf,27
2011-06-12,04:31,Owl,7
2011-06-12,10:39,Grizzly,21
2011-06-13,20:42,Moose,16
2011-06-14,13:19,Muskox,29
2011-06-15,10:22,Ptarmigan,40
2011-06-15,01:08,Grizzly,8
2011-06-16,03:19,Elk,19
2011-06-16,16:30,Wolverine,9
2011-06-17,01:12,Muskox,17
2011-06-17,09:42,Wolverine,33
2011-06-18,23:30,Ptarmigan,3
2011-06-18,13:40,Wolf,20
2011-06-18,12:57,Grizzly,38
2011-06-18,21:15,Owl,24
2011-06-19,23:22,Muskox,41
2011-06-19,02:17,Moose,6
2011-06-20,01:55,Muskox,39
2011-06-21,10:36,Grizzly,12
2011-06-21,05:49,Ptarmigan,4
2011-06-22,02:39,Muskox,20
2011-06-23,23:07,Wolf,24
2011-06-24,17:08,Wolf,7
2011-06-24,10:47,Ptarmigan,5
2011-06-25,08:22,Moose,29
2011-06-26,15:51,Grizzly,22
2011-06-27,02:09,Ptarmigan,2
2011-06-27,17:41,Owl,17
2011-06-27,06:26,Ptarmigan,16
2011-06-28,18:00,Fox,17
2011-06-29,01:06,Elk,33
2011-06-30,03:43,Owl,31
2011-07-01,07:08,Wolverine,5
2011-07-01,04:21,Elk,32
2011-07-02,05:12,Wolverine,24
2011-07-03,05:21,Elk,8
2011-07-03,09:49,Grizzly,36
2011-07-03,14:19,Fox,9
2011-07-04,21:41,Wolverine,8
2011-07-05,18:28,Muskox,35
2011-07-05,18:05,Fox,28
2011-07-05,12:12,Grizzly,7
2011-07-05,06:16,Grizzly,3
2011-07-06,07:00,Fox,22
2011-07-06,21:58,Moose,15
2011-07-07,07:26,Owl,19
2011-07-07,13:02,Muskox,22
2011-07-08,11:02,Grizzly,4
2011-07-08,05:09,Grizzly,41
2011-07-09,14:57,Ptarmigan,21
2011-07-10,04:34,Fox,10
2011-07-10,13:39,Wolverine,13
2011-07-10,04:04,Elk,23
2011-07-10,16:59,Muskox,27
2011-07-11,01:18,Fox,4
2011-07-11,00:10,Muskox,11
2011-07-11,03:40,Elk,19
2011-07-12,08:54,Moose,39
2011-07-12,05:41,Wolf,15
2011-07-12,20:20,Owl,12
2011-07-12,23:07,Wolf,28
2011-07-13,01:51,Wolverine,4
2011-07-13,19:20,Muskox,11
2011-07-13,16:21,Wolf,28
2011-07-14,04:33,Wolf,6
2011-07-15,07:32,Owl,23
2011-07-15,03:27,Owl,36
2011-07-16,16:19,Grizzly,25
2011-07-17,23:19,Grizzly,6
2011-07-18,17:09,Elk,14
2011-07-19,07:44,Moose,13
2011-07-19,05:18,Muskox,35
2011-07-20,14:39,Owl,34
2011-07-21,17:05,Grizzly,38
2011-07-21,05:50,Moose,26
2011-07-21,19:18,Wolverine,19
2011-07-21,11:24,Wolverine,24
2011-07-22,12:23,Ptarmigan,5
2011-07-22,04:22,Moose,14
2011-07-23,18:38,Owl,23
2011-07-23,05:19,Fox,18
2011-07-23,21:15,Owl,24
2011-07-24,11:28,Ptarmigan,1
2011-07-25,03:50,Muskox,10
2011-07-26,12:33,Elk,25
2011-07-27,12:56,Ptarmigan,40
2011-07-27,12:43,Moose,21
2011-07-27,09:16,Owl,33
2011-07-28,05:22,Muskox,39
2011-07-29,14:32,Fox,28
2011-07-29,01:41,Owl,16
2011-07-30,20:37,Owl,6
2011-07-30,05:01,Grizzly,41
2011-07-31,00:44,Wolverine,7
2011-08-01,07:31,Elk,25
2011-08-01,11:52,Owl,10
2011-08-02,12:22,Muskox,5
2011-08-03,15:31,Owl,39
2011-08-04,07:31,Muskox,18
2011-08-05,08:05,Wolverine,14
2011-08-05,13:40,Wolverine,32
2011-08-05,04:12,Elk,31
2011-08-05,13:36,Wolf,12
2011-08-06,19:48,Grizzly,10
2011-08-07,18:32,Grizzly,25
2011-08-07,22:18,Wolverine,38
2011-08-08,04:02,Moose,14
2011-08-09,23:26,Muskox,36
2011-08-10,20:11,Grizzly,3
2011-08-10,05:48,Ptarmigan,15
2011-08-11,22:01,Muskox,35
2011-08-12,18:39,Elk,40
2011-08-12,01:31,Wolverine,27
2011-08-12,09:58,Elk,38
2011-08-12,21:28,Owl,42
2011-08-12,13:45,Muskox,15
2011-08-12,13:17,Elk,26
2011-08-12,01:27,Grizzly,31
2011-08-13,05:10,Wolf,35
2011-08-13,18:01,Wolf,16
2011-08-13,11:40,Wolf,17
2011-08-13,12:25,Wolverine,11
2011-08-14,01:06,Muskox,42
2011-08-15,02:22,Muskox,26
2011-08-16,14:18,Moose,22
2011-08-17,10:57,Wolf,25
2011-08-17,02:58,Elk,20
2011-08-18,12:57,Moose,31
2011-08-19,10:00,Ptarmigan,36
2011-08-20,04:46,Grizzly,27
2011-08-20,07:50,Muskox,2
2011-08-20,20:54,Fox,21
2011-08-20,08:13,Owl,8
2011-08-21,21:50,Elk,25
2011-08-22,04:29,Moose,21
2011-08-22,10:43,Elk,3
2011-08-23,19:20,Moose,27
2011-08-23,15:18,Elk,10
2011-08-24,01:35,Moose,25
2011-08-24,15:02,Ptarmigan,4
2011-08-24,09:57,Fox,15
2011-08-25,01:57,Wolverine,38
2011-08-25,23:17,Fox,37
2011-08-25,08:25,Fox,19
2011-08-25,22:21,Wolf,27
2011-08-25,23:28,Grizzly,35
2011-08-26,14:10,Moose,31
2011-08-26,09:25,Wolf,25
2011-08-26,12:11,Wolf,39
2011-08-26,02:18,Wolverine,15
2011-08-26,09:22,Grizzly,11
2011-08-27,11:25,Owl,10
2011-08-27,19:12,Owl,39
2011-08-28,17:02,Muskox,27
2011-08-29,20:43,Muskox,3
2011-08-29,11:02,Ptarmigan,12
2011-08-30,18:38,Grizzly,17
2011-08-30,14:10,Wolverine,23
2011-08-31,21:04,Wolf,27
2011-09-01,01:21,Owl,14
2011-09-01,07:37,Ptarmigan,39
2011-09-02,20:05,Grizzly,10
2011-09-03,02:39,Owl,41
2011-09-03,08:40,Muskox,36
2011-09-04,20:14,Wolverine,16
2011-09-05,06:09,Ptarmigan,6
2011-09-05,04:34,Ptarmigan,15
2011-09-06,12:09,Wolverine,32
2011-09-07,06:36,Elk,16
2011-09-07,13:01,Moose,37
2011-09-08,15:16,Moose,19
2011-09-09,22:44,Grizzly,1
2011-09-09,17:10,Owl,13
2011-09-10,00:00,Owl,18
2011-09-11,10:02,Moose,3
2011-09-11,22:03,Moose,27
2011-09-11,13:18,Owl,21
2011-09-11,03:06,Owl,40
2011-09-11,14:11,Wolverine,29
2011-09-12,21:34,Elk,11
2011-09-12,02:53,Elk,37
2011-09-13,03:08,Ptarmigan,25
2011-09-13,13:22,Wolverine,32
2011-09-13,11:40,Muskox,31
2011-09-14,05:00,Wolf,5
2011-09-14,22:27,Fox,23
2011-09-15,23:22,Grizzly,9
2011-09-16,01:21,Owl,41
2011-09-16,14:08,Ptarmigan,25
2011-09-16,18:09,Fox,19
2011-09-16,03:13,Grizzly,1
2011-09-17,11:36,Wolf,14
2011-09-17,16:35,Fox,33
2011-09-18,02:08,Ptarmigan,34
2011-09-19,13:35,Wolverine,15
2011-09-20,09:12,Fox,40
2011-09-20,09:30,Fox,6
2011-09-20,10:31,Moose,21
2011-09-20,20:20,Owl,2
2011-09-21,21:39,Fox,9
2011-09-22,02:21,Grizzly,28
2011-09-23,21:02,Grizzly,25
2011-09-23,00:06,Owl,29
2011-09-23,23:45,Moose,25
2011-09-23,20:50,Wolverine,12
2011-09-24,00:21,Wolf,6
2011-09-24,14:21,Wolf,36
2011-09-25,07:44,Ptarmigan,7
2011-09-26,03:05,Ptarmigan,39
2011-09-26,06:55,Moose,38
2011-09-26,02:07,Grizzly,8
2011-09-26,14:19,Grizzly,34
2011-09-27,20:00,Ptarmigan,37
2011-09-27,19:47,Owl,5
2011-09-28,03:00,Owl,5
2011-09-29,14:34,Muskox,38
2011-09-30,02:00,Muskox,28
2011-09-30,11:56,Elk,12
2011-09-30,23:02,Grizzly,33
2011-09-30,01:22,Wolverine,37
2011-10-01,04:29,Owl,20
2011-10-01,01:52,Grizzly,31
2011-10-01,12:04,Fox,14
2011-10-01,09:09,Fox,14
2011-10-02,02:39,Wolf,38
2011-10-02,23:48,Wolf,12
2011-10-03,20:27,Ptarmigan,1
2011-10-04,08:53,Fox,4
2011-10-04,16:27,Owl,28
2011-10-05,20:17,Fox,34
2011-10-06,04:09,Muskox,31
2011-10-06,05:41,Moose,20
2011-10-06,07:01,Wolf,38
2011-10-07,03:12,Grizzly,34
2011-10-08,08:20,Wolf,10
2011-10-08,01:46,Wolf,2
2011-10-09,22:25,Fox,19
2011-10-09,10:16,Wolf,10
2011-10-10,13:30,Wolverine,23
2011-10-10,00:45,Grizzly,4
2011-10-10,16:51,Grizzly,40
2011-10-10,18:23,Fox,5
2011-10-10,02:42,Fox,8
2011-10-10,10:04,Ptarmigan,1
2011-10-11,03:54,Elk,27
2011-10-12,16:38,Grizzly,17
2011-10-12,14:57,Owl,38
2011-10-13,16:07,Moose,23
2011-10-14,12:26,Grizzly,15
2011-10-14,10:48,Elk,5
2011-10-15,07:19,Ptarmigan,37
2011-10-15,20:26,Grizzly,28
2011-10-16,00:19,Moose,30
2011-10-17,13:41,Fox,15
2011-10-17,14:05,Muskox,23
2011-10-18,20:26,Moose,42
2011-10-18,01:18,Ptarmigan,22
2011-10-18,18:53,Fox,20
2011-10-18,05:50,Wolverine,3
2011-10-18,21:40,Muskox,3
2011-10-18,02:54,Owl,26
2011-10-18,01:28,Grizzly,8
2011-10-18,20:28,Wolf,38
2011-10-18,15:55,Muskox,33
2011-10-18,09:12,Wolverine,30
2011-10-19,03:30,Moose,8
2011-10-19,12:34,Fox,9
2011-10-20,22:44,Wolverine,28
2011-10-20,03:52,Fox,31
2011-10-21,05:45,Owl,16
2011-10-22,15:47,Owl,13
2011-10-22,18:57,Muskox,41
2011-10-23,18:39,Fox,39
2011-10-24,11:24,Moose,11
2011-10-25,23:32,Ptarmigan,22
2011-10-26,16:05,Wolverine,39
2011-10-26,07:06,Owl,25
2011-10-27,18:32,Wolverine,41
2011-10-28,22:44,Grizzly,20
2011-10-29,08:18,Wolverine,31
2011-10-30,05:51,Moose,39
2011-10-31,13:59,Grizzly,21
2011-11-01,23:58,Ptarmigan,17
2011-11-02,19:54,Owl,33
2011-11-02,16:55,Wolf,23
2011-11-02,01:48,Muskox,31
2011-11-03,22:26,Elk,35
2011-11-04,02:25,Ptarmigan,27
2011-11-04,16:36,Muskox,8
2011-11-04,21:49,Wolf,23
2011-11-04,22:19,Elk,9
2011-11-04,13:23,Fox,8
2011-11-04,13:36,Grizzly,3
2011-11-05,07:50,Ptarmigan,1
2011-11-05,18:50,Owl,10
2011-11-05,05:14,Fox,21
2011-11-05,00:59,Grizzly,13
2011-11-05,04:13,Ptarmigan,14
2011-11-06,19:27,Muskox,34
2011-11-06,17:44,Grizzly,7
2011-11-07,04:53,Wolf,5
2011-11-07,01:18,Ptarmigan,3
2011-11-08,15:44,Wolverine,38
2011-11-08,01:14,Moose,15
2011-11-08,14:10,Elk,23
2011-11-08,11:35,Grizzly,15
2011-11-09,00:22,Wolf,16
2011-11-09,01:08,Owl,21
2011-11-10,13:21,Grizzly,33
2011-11-10,09:00,Ptarmigan,29
2011-11-10,20:58,Ptarmigan,30
2011-11-10,22:21,Owl,12
2011-11-10,09:55,Moose,13
2011-11-10,14:40,Elk,5
2011-11-10,17:41,Fox,9
2011-11-10,12:41,Moose,3
2011-11-11,15:02,Fox,35
2011-11-12,01:20,Fox,30
2011-11-13,04:56,Moose,36
2011-11-13,03:50,Muskox,10
2011-11-13,04:56,Owl,33
2011-11-13,09:30,Elk,13
2011-11-14,19:39,Moose,19
2011-11-15,14:02,Muskox,33
2011-11-16,00:20,Fox,18
2011-11-17,05:58,Fox,38
2011-11-17,10:54,Owl,3
2011-11-17,23:21,Fox,35
2011-11-17,21:52,Owl,10
2011-11-17,17:55,Ptarmigan,29
2011-11-17,04:51,Owl,12
2011-11-17,16:54,Grizzly,12
2011-11-18,01:02,Moose,24
2011-11-19,08:24,Grizzly,16
2011-11-20,20:47,Moose,36
2011-11-21,18:18,Muskox,10
2011-11-22,11:30,Elk,42
2011-11-23,18:54,Wolf,34
2011-11-24,05:35,Muskox,12
2011-11-25,00:45,Ptarmigan,34
2011-11-25,22:29,Wolf,16
2011-11-25,21:56,Owl,27
2011-11-26,10:11,Owl,19
2011-11-26,16:42,Wolverine,23
2011-11-26,04:31,Wolverine,14
2011-11-27,10:45,Ptarmigan,38
2011-11-27,01:21,Elk,3
2011-11-27,09:29,Elk,28
2011-11-28,08:59,Wolverine,13
2011-11-29,17:00,Owl,11
2011-11-29,23:53,Wolf,8
2011-11-29,08:18,Moose,9
2011-11-29,21:20,Grizzly,30
2011-11-29,11:37,Moose,10
2011-11-30,19:15,Owl,41
2011-12-01,22:00,Wolf,8
2011-12-01,18:52,Elk,6
2011-12-02,18:15,Ptarmigan,6
2011-12-02,06:42,Wolverine,30
2011-12-02,10:59,Muskox,26
2011-12-02,22:00,Muskox,17
2011-12-03,08:45,Owl,6
2011-12-04,09:23,Wolverine,5
2011-12-04,19:33,Ptarmigan,37
2011-12-04,18:57,Grizzly,23
2011-12-05,22:10,Ptarmigan,35
2011-12-06,03:49,Muskox,37
2011-12-06,05:56,Moose,1
2011-12-06,19:55,Owl,38
2011-12-06,11:24,Elk,8
2011-12-07,07:23,Elk,7
2011-12-07,11:30,Ptarmigan,5
2011-12-08,23:27,Fox,39
2011-12-09,19:44,Elk,9
2011-12-09,22:52,Wolverine,8
2011-12-09,15:32,Moose,3
2011-12-10,13:17,Muskox,6
2011-12-10,13:13,Wolverine,1
2011-12-11,23:39,Muskox,16
